Longitude			long_decimal	Latitude			lat_decimal
15	17	42,86	15,29523889	4	13	37,15	4,226986111
15	17	42,86	15,29523889	4	13	37,15	4,226986111
13	32	49,56	13,5471	3	5	42,61	3,095169444
13	32	49,56	13,5471	3	5	42,61	3,095169444
12	12	2,3	12,20063889	3	39	15,7	3,654361111
12	12	2,3	12,20063889	3	39	15,7	3,654361111
11	54	31	11,90861111	4	47	43	4,795277778
11	54	31	11,90861111	4	47	43	4,795277778
11	54	31	11,90861111	4	47	43	4,795277778
11	54	31	11,90861111	4	47	43	4,795277778
11	54	31	11,90861111	4	47	43	4,795277778
11	54	31	11,90861111	4	47	43	4,795277778
13	55	27,8	13,92438889	4	10	37	4,176944444
12	54	2,52	12,9007	3	8	28,9	3,141361111
12	54	2,52	12,9007	3	8	28,9	3,141361111
12	28	23,7	12,47325	3	43	37,2	3,727
12	28	23,7	12,47325	3	43	37,2	3,727
12	28	23,7	12,47325	3	43	37,2	3,727
15	1	18,8	15,02188889	2	26	52,8	2,448
15	1	18,8	15,02188889	2	26	52,8	2,448
15	1	18,8	15,02188889	2	26	52,8	2,448
15	18	5,58	15,30155	4	14	45,17	4,245880556
15	18	5,58	15,30155	4	14	45,17	4,245880556
15	18	5,58	15,30155	4	14	45,17	4,245880556
15	18	5,58	15,30155	4	14	45,17	4,245880556
15	18	5,58	15,30155	4	14	45,17	4,245880556
15	18	5,58	15,30155	4	14	45,17	4,245880556
15	14	23,69	15,23991389	4	17	23,78	4,289938889
15	14	23,69	15,23991389	4	17	23,78	4,289938889
15	14	23,69	15,23991389	4	17	23,78	4,289938889
15	14	23,69	15,23991389	4	17	23,78	4,289938889
15	14	23,69	15,23991389	4	17	23,78	4,289938889
15	14	23,69	15,23991389	4	17	23,78	4,289938889
13	49	33,7	13,82602778	2	51	25,8	2,857166667
13	49	33,7	13,82602778	2	51	25,8	2,857166667
13	49	33,7	13,82602778	2	51	25,8	2,857166667
15	15	17,23	15,25478611	4	16	14,38	4,270661111
15	15	17,23	15,25478611	4	16	14,38	4,270661111
15	15	17,23	15,25478611	4	16	14,38	4,270661111
15	16	43,5	15,27875	4	14	13,4	4,237055556
15	16	43,5	15,27875	4	14	13,4	4,237055556
15	16	43,5	15,27875	4	14	13,4	4,237055556
15	16	43,5	15,27875	4	14	13,4	4,237055556
15	16	43,5	15,27875	4	14	13,4	4,237055556
15	16	43,5	15,27875	4	14	13,4	4,237055556
15	15	58,8	15,26633333	0	4	9,09	0,069191667
15	15	58,8	15,26633333	0	4	9,09	0,069191667
15	15	58,8	15,26633333	0	4	9,09	0,069191667
11	51	43,88	11,86218889	4	47	23,39	4,789830556
11	51	43,88	11,86218889	4	47	23,39	4,789830556
11	51	43,88	11,86218889	4	47	23,39	4,789830556
11	51	43,88	11,86218889	4	47	23,39	4,789830556
11	51	43,88	11,86218889	4	47	23,39	4,789830556
11	51	43,88	11,86218889	4	47	23,39	4,789830556
15	16	44	15,27888889	4	13	12,8	4,220222222
15	16	44	15,27888889	4	13	12,8	4,220222222
15	16	44	15,27888889	4	13	12,8	4,220222222
15	16	44	15,27888889	4	13	12,8	4,220222222
15	16	44	15,27888889	4	13	12,8	4,220222222
14	35	6,72	14,5852	4	15	34,81	4,259669444
14	35	6,72	14,5852	4	15	34,81	4,259669444
14	35	6,72	14,5852	4	15	34,81	4,259669444
15	17	0,5	15,28347222	4	11	15,3	4,187583333
15	17	0,5	15,28347222	4	11	15,3	4,187583333
15	17	0,5	15,28347222	4	11	15,3	4,187583333
15	17	0,5	15,28347222	4	11	15,3	4,187583333
15	17	0,5	15,28347222	4	11	15,3	4,187583333
12	10	52	12,18111111	4	39	37	4,660277778
12	10	52	12,18111111	4	39	37	4,660277778
12	10	52	12,18111111	4	39	37	4,660277778
15	30	0,8	15,50022222	1	34	6,4	1,568444444
15	30	0,8	15,50022222	1	34	6,4	1,568444444
15	30	0,8	15,50022222	1	34	6,4	1,568444444
